,poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,endorsed_candidate_id,endorsed_candidate_name,endorsed_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,url_article,url_topline,url_crosstab,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,ranked_choice_round,hypothetical,party,answer,candidate_id,candidate_name,pct
10,89111,1800,Noble Predictive Insights,,,Noble Predictive Insights,235,Noble Predictive Insights,2.4,-0.4,Live Phone/Text-to-Web,6.0,Utah,10/25/24,10/28/24,,,,,,,215004,695.0,lv,,lv,,10/30/24 19:33,,https://www.noblepredictiveinsights.com/post/utah-poll-of-record-republicans-lead-by-double-digits-up-and-down-the-ballot,https://www.noblepredictiveinsights.com/post/utah-poll-of-record-republicans-lead-by-double-digits-up-and-down-the-ballot,,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2F7453540.fs1.hubspotusercontent-na1.net%2Fhubfs%2F7453540%2FUTPOP%2F2024%2F2024%2520GE%2520UT%2520PoR%2FUtah%25202024%2520PoR%2520poll%2520report.xlsx%3Futm_medium%3Demail%26_hsenc%3Dp2ANqtz-_JPDhzmEvD30-6wNia8VWXxMT-X-S3zBLWiJilliq0ngtgfWCln0_-O7kaKCTCGgFse-SF5AGYLGcgVFcI8X90NiudjpcPX-ixHbpEJ1QqvWK_r3Q%26_hsmi%3D331661649%26utm_content%3D331661649%26utm_source%3Dhs_email&wdOrigin=BROWSELINK,,,,9544,2024,Governor,0,,11/5/24,general,False,False,,True,DEM,King,36877,Brian S. King,26.0
11,89111,1800,Noble Predictive Insights,,,Noble Predictive Insights,235,Noble Predictive Insights,2.4,-0.4,Live Phone/Text-to-Web,6.0,Utah,10/25/24,10/28/24,,,,,,,215004,695.0,lv,,lv,,10/30/24 19:33,,https://www.noblepredictiveinsights.com/post/utah-poll-of-record-republicans-lead-by-double-digits-up-and-down-the-ballot,https://www.noblepredictiveinsights.com/post/utah-poll-of-record-republicans-lead-by-double-digits-up-and-down-the-ballot,,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2F7453540.fs1.hubspotusercontent-na1.net%2Fhubfs%2F7453540%2FUTPOP%2F2024%2F2024%2520GE%2520UT%2520PoR%2FUtah%25202024%2520PoR%2520poll%2520report.xlsx%3Futm_medium%3Demail%26_hsenc%3Dp2ANqtz-_JPDhzmEvD30-6wNia8VWXxMT-X-S3zBLWiJilliq0ngtgfWCln0_-O7kaKCTCGgFse-SF5AGYLGcgVFcI8X90NiudjpcPX-ixHbpEJ1QqvWK_r3Q%26_hsmi%3D331661649%26utm_content%3D331661649%26utm_source%3Dhs_email&wdOrigin=BROWSELINK,,,,9544,2024,Governor,0,,11/5/24,general,False,False,,True,REP,Cox,31544,Spencer J. Cox,43.0
12,89111,1800,Noble Predictive Insights,,,Noble Predictive Insights,235,Noble Predictive Insights,2.4,-0.4,Live Phone/Text-to-Web,6.0,Utah,10/25/24,10/28/24,,,,,,,215004,695.0,lv,,lv,,10/30/24 19:33,,https://www.noblepredictiveinsights.com/post/utah-poll-of-record-republicans-lead-by-double-digits-up-and-down-the-ballot,https://www.noblepredictiveinsights.com/post/utah-poll-of-record-republicans-lead-by-double-digits-up-and-down-the-ballot,,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2F7453540.fs1.hubspotusercontent-na1.net%2Fhubfs%2F7453540%2FUTPOP%2F2024%2F2024%2520GE%2520UT%2520PoR%2FUtah%25202024%2520PoR%2520poll%2520report.xlsx%3Futm_medium%3Demail%26_hsenc%3Dp2ANqtz-_JPDhzmEvD30-6wNia8VWXxMT-X-S3zBLWiJilliq0ngtgfWCln0_-O7kaKCTCGgFse-SF5AGYLGcgVFcI8X90NiudjpcPX-ixHbpEJ1QqvWK_r3Q%26_hsmi%3D331661649%26utm_content%3D331661649%26utm_source%3Dhs_email&wdOrigin=BROWSELINK,,,,9544,2024,Governor,0,,11/5/24,general,False,False,,True,W,Lyman,37522,Phil Lyman,15.0
13,89111,1800,Noble Predictive Insights,,,Noble Predictive Insights,235,Noble Predictive Insights,2.4,-0.4,Live Phone/Text-to-Web,6.0,Utah,10/25/24,10/28/24,,,,,,,215004,695.0,lv,,lv,,10/30/24 19:33,,https://www.noblepredictiveinsights.com/post/utah-poll-of-record-republicans-lead-by-double-digits-up-and-down-the-ballot,https://www.noblepredictiveinsights.com/post/utah-poll-of-record-republicans-lead-by-double-digits-up-and-down-the-ballot,,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2F7453540.fs1.hubspotusercontent-na1.net%2Fhubfs%2F7453540%2FUTPOP%2F2024%2F2024%2520GE%2520UT%2520PoR%2FUtah%25202024%2520PoR%2520poll%2520report.xlsx%3Futm_medium%3Demail%26_hsenc%3Dp2ANqtz-_JPDhzmEvD30-6wNia8VWXxMT-X-S3zBLWiJilliq0ngtgfWCln0_-O7kaKCTCGgFse-SF5AGYLGcgVFcI8X90NiudjpcPX-ixHbpEJ1QqvWK_r3Q%26_hsmi%3D331661649%26utm_content%3D331661649%26utm_source%3Dhs_email&wdOrigin=BROWSELINK,,,,9544,2024,Governor,0,,11/5/24,general,False,False,,True,IAP,Williams,37330,Tommy Williams,3.0
14,89111,1800,Noble Predictive Insights,,,Noble Predictive Insights,235,Noble Predictive Insights,2.4,-0.4,Live Phone/Text-to-Web,6.0,Utah,10/25/24,10/28/24,,,,,,,215004,695.0,lv,,lv,,10/30/24 19:33,,https://www.noblepredictiveinsights.com/post/utah-poll-of-record-republicans-lead-by-double-digits-up-and-down-the-ballot,https://www.noblepredictiveinsights.com/post/utah-poll-of-record-republicans-lead-by-double-digits-up-and-down-the-ballot,,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2F7453540.fs1.hubspotusercontent-na1.net%2Fhubfs%2F7453540%2FUTPOP%2F2024%2F2024%2520GE%2520UT%2520PoR%2FUtah%25202024%2520PoR%2520poll%2520report.xlsx%3Futm_medium%3Demail%26_hsenc%3Dp2ANqtz-_JPDhzmEvD30-6wNia8VWXxMT-X-S3zBLWiJilliq0ngtgfWCln0_-O7kaKCTCGgFse-SF5AGYLGcgVFcI8X90NiudjpcPX-ixHbpEJ1QqvWK_r3Q%26_hsmi%3D331661649%26utm_content%3D331661649%26utm_source%3Dhs_email&wdOrigin=BROWSELINK,,,,9544,2024,Governor,0,,11/5/24,general,False,False,,True,LIB,Latham,37331,James Robert Latham,3.0
15,89111,1800,Noble Predictive Insights,,,Noble Predictive Insights,235,Noble Predictive Insights,2.4,-0.4,Live Phone/Text-to-Web,6.0,Utah,10/25/24,10/28/24,,,,,,,215004,695.0,lv,,lv,,10/30/24 19:33,,https://www.noblepredictiveinsights.com/post/utah-poll-of-record-republicans-lead-by-double-digits-up-and-down-the-ballot,https://www.noblepredictiveinsights.com/post/utah-poll-of-record-republicans-lead-by-double-digits-up-and-down-the-ballot,,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2F7453540.fs1.hubspotusercontent-na1.net%2Fhubfs%2F7453540%2FUTPOP%2F2024%2F2024%2520GE%2520UT%2520PoR%2FUtah%25202024%2520PoR%2520poll%2520report.xlsx%3Futm_medium%3Demail%26_hsenc%3Dp2ANqtz-_JPDhzmEvD30-6wNia8VWXxMT-X-S3zBLWiJilliq0ngtgfWCln0_-O7kaKCTCGgFse-SF5AGYLGcgVFcI8X90NiudjpcPX-ixHbpEJ1QqvWK_r3Q%26_hsmi%3D331661649%26utm_content%3D331661649%26utm_source%3Dhs_email&wdOrigin=BROWSELINK,,,,9544,2024,Governor,0,,11/5/24,general,False,False,,True,IND,Tomeny,37448,Tom Tomeny,0.0
16,89113,1597,Beacon/Shaw,149,FOX News,Beacon Research/Shaw & Company Research,103,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,9.0,North Carolina,10/24/24,10/28/24,,,,,,,215006,872.0,lv,,lv,,10/30/24 19:33,,https://www.foxnews.com/official-polls/fox-news-poll-trump-still-narrowly-ahead-harris-north-carolina,https://www.foxnews.com/official-polls/fox-news-poll-trump-still-narrowly-ahead-harris-north-carolina,https://static.foxnews.com/foxnews.com/content/uploads/2024/10/fox_october-24-28-2024_north-carolina_topline_october-30-release.pdf,https://static.foxnews.com/foxnews.com/content/uploads/2024/10/fox_october-24-28-2024_north-carolina_cross-tabs_october-30-release.pdf,,False,,9502,2024,Governor,0,,11/5/24,general,False,False,,False,DEM,Stein,30167,Joshua Harold Stein,57.0
17,89113,1597,Beacon/Shaw,149,FOX News,Beacon Research/Shaw & Company Research,103,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,9.0,North Carolina,10/24/24,10/28/24,,,,,,,215006,872.0,lv,,lv,,10/30/24 19:33,,https://www.foxnews.com/official-polls/fox-news-poll-trump-still-narrowly-ahead-harris-north-carolina,https://www.foxnews.com/official-polls/fox-news-poll-trump-still-narrowly-ahead-harris-north-carolina,https://static.foxnews.com/foxnews.com/content/uploads/2024/10/fox_october-24-28-2024_north-carolina_topline_october-30-release.pdf,https://static.foxnews.com/foxnews.com/content/uploads/2024/10/fox_october-24-28-2024_north-carolina_cross-tabs_october-30-release.pdf,,False,,9502,2024,Governor,0,,11/5/24,general,False,False,,False,REP,Robinson,30168,Mark Keith Robinson,41.0
18,89113,1597,Beacon/Shaw,149,FOX News,Beacon Research/Shaw & Company Research,103,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,9.0,North Carolina,10/24/24,10/28/24,,,,,,,215007,1113.0,rv,,rv,,10/30/24 19:33,,https://www.foxnews.com/official-polls/fox-news-poll-trump-still-narrowly-ahead-harris-north-carolina,https://www.foxnews.com/official-polls/fox-news-poll-trump-still-narrowly-ahead-harris-north-carolina,https://static.foxnews.com/foxnews.com/content/uploads/2024/10/fox_october-24-28-2024_north-carolina_topline_october-30-release.pdf,https://static.foxnews.com/foxnews.com/content/uploads/2024/10/fox_october-24-28-2024_north-carolina_cross-tabs_october-30-release.pdf,,False,,9502,2024,Governor,0,,11/5/24,general,False,False,,False,DEM,Stein,30167,Joshua Harold Stein,59.0
19,89113,1597,Beacon/Shaw,149,FOX News,Beacon Research/Shaw & Company Research,103,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,9.0,North Carolina,10/24/24,10/28/24,,,,,,,215007,1113.0,rv,,rv,,10/30/24 19:33,,https://www.foxnews.com/official-polls/fox-news-poll-trump-still-narrowly-ahead-harris-north-carolina,https://www.foxnews.com/official-polls/fox-news-poll-trump-still-narrowly-ahead-harris-north-carolina,https://static.foxnews.com/foxnews.com/content/uploads/2024/10/fox_october-24-28-2024_north-carolina_topline_october-30-release.pdf,https://static.foxnews.com/foxnews.com/content/uploads/2024/10/fox_october-24-28-2024_north-carolina_cross-tabs_october-30-release.pdf,,False,,9502,2024,Governor,0,,11/5/24,general,False,False,,False,REP,Robinson,30168,Mark Keith Robinson,38.0
20,89132,1866,CNN/SSRS,,,CNN/SSRS,844,CNN,2.8,-0.6,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,10.0,North Carolina,10/23/24,10/28/24,,,,,,,215080,750.0,lv,,lv,,10/31/24 12:18,,https://www.cnn.com/2024/10/31/politics/cnn-poll-georgia-north-carolina/index.html,https://www.cnn.com/2024/10/31/politics/cnn-poll-georgia-north-carolina/index.html,,https://s3.documentcloud.org/documents/25260795/cnn-polls-harris-and-trump-remain-neck-and-neck-in-georgia-and-north-carolina.pdf,,,,9502,2024,Governor,0,,11/5/24,general,False,False,,False,DEM,Stein,30167,Joshua Harold Stein,53.0
21,89132,1866,CNN/SSRS,,,CNN/SSRS,844,CNN,2.8,-0.6,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,10.0,North Carolina,10/23/24,10/28/24,,,,,,,215080,750.0,lv,,lv,,10/31/24 12:18,,https://www.cnn.com/2024/10/31/politics/cnn-poll-georgia-north-carolina/index.html,https://www.cnn.com/2024/10/31/politics/cnn-poll-georgia-north-carolina/index.html,,https://s3.documentcloud.org/documents/25260795/cnn-polls-harris-and-trump-remain-neck-and-neck-in-georgia-and-north-carolina.pdf,,,,9502,2024,Governor,0,,11/5/24,general,False,False,,False,REP,Robinson,30168,Mark Keith Robinson,37.0
22,89020,1741,ActiVote,,,ActiVote,721,ActiVote,,,App Panel,8.0,Indiana,10/5/24,10/28/24,,,,,,,214697,400.0,lv,,lv,,10/29/24 14:37,,https://www.activote.net/braun-extends-lead-in-indiana/,,,https://www.activote.net/braun-extends-lead-in-indiana/,,False,,9539,2024,Governor,0,,11/5/24,general,False,False,,False,DEM,McCormick,31062,Jennifer McCormick,44.3
23,89020,1741,ActiVote,,,ActiVote,721,ActiVote,,,App Panel,8.0,Indiana,10/5/24,10/28/24,,,,,,,214697,400.0,lv,,lv,,10/29/24 14:37,,https://www.activote.net/braun-extends-lead-in-indiana/,,,https://www.activote.net/braun-extends-lead-in-indiana/,,False,,9539,2024,Governor,0,,11/5/24,general,False,False,,False,REP,Braun,31063,Mike Braun,55.7
24,88985,1741,ActiVote,,,ActiVote,721,ActiVote,,,App Panel,8.0,Missouri,10/11/24,10/27/24,,,,,,,214480,400.0,lv,,lv,,10/28/24 10:30,,https://www.activote.net/kehoe-leads-in-missouri/,https://www.activote.net/kehoe-leads-in-missouri/,,,,False,,9540,2024,Governor,0,,11/5/24,general,False,False,,False,DEM,Quade,31106,Crystal Quade,42.4
25,88985,1741,ActiVote,,,ActiVote,721,ActiVote,,,App Panel,8.0,Missouri,10/11/24,10/27/24,,,,,,,214480,400.0,lv,,lv,,10/28/24 10:30,,https://www.activote.net/kehoe-leads-in-missouri/,https://www.activote.net/kehoe-leads-in-missouri/,,,,False,,9540,2024,Governor,0,,11/5/24,general,False,False,,False,REP,Kehoe,31107,Mike Kehoe,57.6
26,88977,1304,Praecones Analytica,645,New Hampshire Journal,Praecones Analytica,257,Praecones Analytica,2.0,0.0,Online Panel,8.5,New Hampshire,10/24/24,10/26/24,,,,,,,214455,622.0,rv,,rv,,10/28/24 08:42,,https://nhjournal.com/poll-shocker-trump-leads-harris-in-new-hampshire/,https://nhjournal.com/poll-shocker-trump-leads-harris-in-new-hampshire/,,https://acrobat.adobe.com/id/urn:aaid:sc:US:417506f5-8a34-4187-9ed8-212fe7571e8b,,,,9542,2024,Governor,0,,11/5/24,general,False,False,,False,DEM,Craig,31054,Joyce Craig,48.1
27,88977,1304,Praecones Analytica,645,New Hampshire Journal,Praecones Analytica,257,Praecones Analytica,2.0,0.0,Online Panel,8.5,New Hampshire,10/24/24,10/26/24,,,,,,,214455,622.0,rv,,rv,,10/28/24 08:42,,https://nhjournal.com/poll-shocker-trump-leads-harris-in-new-hampshire/,https://nhjournal.com/poll-shocker-trump-leads-harris-in-new-hampshire/,,https://acrobat.adobe.com/id/urn:aaid:sc:US:417506f5-8a34-4187-9ed8-212fe7571e8b,,,,9542,2024,Governor,0,,11/5/24,general,False,False,,False,REP,Ayotte,31055,Kelly Ayotte,51.9
28,89010,460,SurveyUSA,241,WRAL News,SurveyUSA,325,SurveyUSA,2.8,-1.3,Online Panel,8.0,North Carolina,10/23/24,10/26/24,,,,,,,214823,853.0,lv,,lv,,10/30/24 09:22,,https://www.wral.com/story/stein-has-15-point-lead-over-robinson-in-race-for-nc-governor-wral-news-poll-shows/21696812/,https://www.wral.com/story/stein-has-15-point-lead-over-robinson-in-race-for-nc-governor-wral-news-poll-shows/21696812/,,https://www.surveyusa.com/client/PollReport.aspx?g=ef4c4f69-b25c-491b-b305-70a0256b03ad,,,,9502,2024,Governor,0,,11/5/24,general,False,False,,False,DEM,Stein,30167,Joshua Harold Stein,52.0
29,89010,460,SurveyUSA,241,WRAL News,SurveyUSA,325,SurveyUSA,2.8,-1.3,Online Panel,8.0,North Carolina,10/23/24,10/26/24,,,,,,,214823,853.0,lv,,lv,,10/30/24 09:22,,https://www.wral.com/story/stein-has-15-point-lead-over-robinson-in-race-for-nc-governor-wral-news-poll-shows/21696812/,https://www.wral.com/story/stein-has-15-point-lead-over-robinson-in-race-for-nc-governor-wral-news-poll-shows/21696812/,,https://www.surveyusa.com/client/PollReport.aspx?g=ef4c4f69-b25c-491b-b305-70a0256b03ad,,,,9502,2024,Governor,0,,11/5/24,general,False,False,,False,REP,Robinson,30168,Mark Keith Robinson,37.0
30,88933,1102,Emerson,"43,960",7News/WHDH | The Hill,Emerson College,88,Emerson College,2.9,-1.1,Online Panel/Text-to-Web,7.0,New Hampshire,10/21/24,10/23/24,,,,,,,214193,915.0,lv,,lv,,10/25/24 09:07,,https://emersoncollegepolling.com/october-2024-new-hampshire-poll-harris-50-trump-47/,https://emersoncollegepolling.com/october-2024-new-hampshire-poll-harris-50-trump-47/,,https://docs.google.com/spreadsheets/d/1oROXvVwa-Hml4Fw03-O5IoJ5SSk0AE_Y/edit?rtpof=true&sd=true&gid=534825793#gid=534825793,,,,9542,2024,Governor,0,,11/5/24,general,False,False,,False,DEM,Craig,31054,Joyce Craig,45.6
31,88933,1102,Emerson,"43,960",7News/WHDH | The Hill,Emerson College,88,Emerson College,2.9,-1.1,Online Panel/Text-to-Web,7.0,New Hampshire,10/21/24,10/23/24,,,,,,,214193,915.0,lv,,lv,,10/25/24 09:07,,https://emersoncollegepolling.com/october-2024-new-hampshire-poll-harris-50-trump-47/,https://emersoncollegepolling.com/october-2024-new-hampshire-poll-harris-50-trump-47/,,https://docs.google.com/spreadsheets/d/1oROXvVwa-Hml4Fw03-O5IoJ5SSk0AE_Y/edit?rtpof=true&sd=true&gid=534825793#gid=534825793,,,,9542,2024,Governor,0,,11/5/24,general,False,False,,False,REP,Ayotte,31055,Kelly Ayotte,49.5
32,88933,1102,Emerson,"43,960",7News/WHDH | The Hill,Emerson College,88,Emerson College,2.9,-1.1,Online Panel/Text-to-Web,7.0,New Hampshire,10/21/24,10/23/24,,,,,,,214193,915.0,lv,,lv,,10/25/24 09:07,,https://emersoncollegepolling.com/october-2024-new-hampshire-poll-harris-50-trump-47/,https://emersoncollegepolling.com/october-2024-new-hampshire-poll-harris-50-trump-47/,,https://docs.google.com/spreadsheets/d/1oROXvVwa-Hml4Fw03-O5IoJ5SSk0AE_Y/edit?rtpof=true&sd=true&gid=534825793#gid=534825793,,,,9542,2024,Governor,0,,11/5/24,general,False,False,,False,LIB,Villee,37466,Stephen Villee,5.0
33,89118,1847,University of Massachusetts Lowell/YouGov,,,University of Massachusetts Lowell Center for Public Opinion/YouGov,355,University of Massachusetts Lowell Center for Public Opinion,2.9,-1.0,Online Panel,9.0,North Carolina,10/16/24,10/23/24,,,,,,,215042,650.0,lv,,lv,,10/31/24 09:11,,https://www.uml.edu/docs/2024-Oct31-NC-Topline_tcm18-392299.pdf,,,https://www.uml.edu/docs/2024-Oct31-NC-Topline_tcm18-392299.pdf,,False,,9502,2024,Governor,0,,11/5/24,general,False,False,,True,DEM,Stein,30167,Joshua Harold Stein,48.0
34,89118,1847,University of Massachusetts Lowell/YouGov,,,University of Massachusetts Lowell Center for Public Opinion/YouGov,355,University of Massachusetts Lowell Center for Public Opinion,2.9,-1.0,Online Panel,9.0,North Carolina,10/16/24,10/23/24,,,,,,,215042,650.0,lv,,lv,,10/31/24 09:11,,https://www.uml.edu/docs/2024-Oct31-NC-Topline_tcm18-392299.pdf,,,https://www.uml.edu/docs/2024-Oct31-NC-Topline_tcm18-392299.pdf,,False,,9502,2024,Governor,0,,11/5/24,general,False,False,,True,REP,Robinson,30168,Mark Keith Robinson,36.0
35,89118,1847,University of Massachusetts Lowell/YouGov,,,University of Massachusetts Lowell Center for Public Opinion/YouGov,355,University of Massachusetts Lowell Center for Public Opinion,2.9,-1.0,Online Panel,9.0,North Carolina,10/16/24,10/23/24,,,,,,,215042,650.0,lv,,lv,,10/31/24 09:11,,https://www.uml.edu/docs/2024-Oct31-NC-Topline_tcm18-392299.pdf,,,https://www.uml.edu/docs/2024-Oct31-NC-Topline_tcm18-392299.pdf,,False,,9502,2024,Governor,0,,11/5/24,general,False,False,,True,LIB,Ross,31763,Mike Ross,2.0
36,89118,1847,University of Massachusetts Lowell/YouGov,,,University of Massachusetts Lowell Center for Public Opinion/YouGov,355,University of Massachusetts Lowell Center for Public Opinion,2.9,-1.0,Online Panel,9.0,North Carolina,10/16/24,10/23/24,,,,,,,215042,650.0,lv,,lv,,10/31/24 09:11,,https://www.uml.edu/docs/2024-Oct31-NC-Topline_tcm18-392299.pdf,,,https://www.uml.edu/docs/2024-Oct31-NC-Topline_tcm18-392299.pdf,,False,,9502,2024,Governor,0,,11/5/24,general,False,False,,True,GRE,Turner,31761,Michael Wayne Turner,0.0
37,89118,1847,University of Massachusetts Lowell/YouGov,,,University of Massachusetts Lowell Center for Public Opinion/YouGov,355,University of Massachusetts Lowell Center for Public Opinion,2.9,-1.0,Online Panel,9.0,North Carolina,10/16/24,10/23/24,,,,,,,215042,650.0,lv,,lv,,10/31/24 09:11,,https://www.uml.edu/docs/2024-Oct31-NC-Topline_tcm18-392299.pdf,,,https://www.uml.edu/docs/2024-Oct31-NC-Topline_tcm18-392299.pdf,,False,,9502,2024,Governor,0,,11/5/24,general,False,False,,True,CON,Smith,37427,Walter Vinny Smith,1.0
38,89117,1847,University of Massachusetts Lowell/YouGov,,,University of Massachusetts Lowell Center for Public Opinion/YouGov,355,University of Massachusetts Lowell Center for Public Opinion,2.9,-1.0,Online Panel,9.0,New Hampshire,10/10/24,10/23/24,,,,,,,215041,600.0,lv,,lv,,10/31/24 09:11,,https://www.uml.edu/docs/2024-Oct31-NH-Topline_tcm18-392296.pdf,,,https://www.uml.edu/docs/2024-Oct31-NH-Topline_tcm18-392296.pdf,,False,,9542,2024,Governor,0,,11/5/24,general,False,False,,False,DEM,Craig,31054,Joyce Craig,43.0
