,poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,endorsed_candidate_id,endorsed_candidate_name,endorsed_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,url_article,url_topline,url_crosstab,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,ranked_choice_round,party,answer,candidate_id,candidate_name,pct
33,81775,1250,Trafalgar Group,,,Trafalgar Group,338,Trafalgar Group,0.7,0.6,IVR/Live Phone/Text/Online Panel/Email,1.0,Nevada,11/5/22,11/7/22,,,,,,,166099,1089.0,lv,,lv,,12/7/22 13:25,,https://www.thetrafalgargroup.org/wp-content/uploads/2022/11/TRF-NV-General-1107-Poll-Report.pdf,,https://www.thetrafalgargroup.org/wp-content/uploads/2022/11/TRF-NV-General-1107-Poll-Report.pdf,,,,REP,8937,2022,U.S. Senate,2,Class III,11/8/22,general,False,False,,LIB,Scott,29736,Neil Scott,1.4
34,81778,1528,AtlasIntel,,,AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,4.0,Georgia,11/5/22,11/7/22,,,,,,,166100,905.0,a,,a,,12/7/22 13:25,,https://projects.fivethirtyeight.com/polls/20221108_GA_AtlasIntel.pdf,,,https://projects.fivethirtyeight.com/polls/20221108_GA_AtlasIntel.pdf,,,,8925,2022,U.S. Senate,2,Class III,11/8/22,general,False,False,,DEM,Warnock,19086,Raphael Warnock,45.4
35,81778,1528,AtlasIntel,,,AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,4.0,Georgia,11/5/22,11/7/22,,,,,,,166100,905.0,a,,a,,12/7/22 13:25,,https://projects.fivethirtyeight.com/polls/20221108_GA_AtlasIntel.pdf,,,https://projects.fivethirtyeight.com/polls/20221108_GA_AtlasIntel.pdf,,,,8925,2022,U.S. Senate,2,Class III,11/8/22,general,False,False,,REP,Walker,19088,Herschel Junior Walker,46.5
36,81778,1528,AtlasIntel,,,AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,4.0,Georgia,11/5/22,11/7/22,,,,,,,166101,791.0,lv,,lv,,12/7/22 13:25,,https://projects.fivethirtyeight.com/polls/20221108_GA_AtlasIntel.pdf,,,https://projects.fivethirtyeight.com/polls/20221108_GA_AtlasIntel.pdf,,,,8925,2022,U.S. Senate,2,Class III,11/8/22,general,False,False,,DEM,Warnock,19086,Raphael Warnock,45.8
37,81778,1528,AtlasIntel,,,AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,4.0,Georgia,11/5/22,11/7/22,,,,,,,166101,791.0,lv,,lv,,12/7/22 13:25,,https://projects.fivethirtyeight.com/polls/20221108_GA_AtlasIntel.pdf,,,https://projects.fivethirtyeight.com/polls/20221108_GA_AtlasIntel.pdf,,,,8925,2022,U.S. Senate,2,Class III,11/8/22,general,False,False,,REP,Walker,19088,Herschel Junior Walker,49.0
38,81779,1677,The Political Matrix/The Listener Group,,,The Political Matrix/The Listener Group,677,The Political Matrix/The Listener Group,0.7,0.7,IVR,2.0,Pennsylvania,11/5/22,11/7/22,,,,,,,166102,800.0,lv,,lv,,12/7/22 13:25,,https://projects.fivethirtyeight.com/polls/20221109_PA_Listener.pdf,https://projects.fivethirtyeight.com/polls/20221109_PA_Listener.pdf,,,,,,8945,2022,U.S. Senate,2,Class III,11/8/22,general,False,False,,DEM,Fetterman,20700,John Fetterman,53.0
39,81779,1677,The Political Matrix/The Listener Group,,,The Political Matrix/The Listener Group,677,The Political Matrix/The Listener Group,0.7,0.7,IVR,2.0,Pennsylvania,11/5/22,11/7/22,,,,,,,166102,800.0,lv,,lv,,12/7/22 13:25,,https://projects.fivethirtyeight.com/polls/20221109_PA_Listener.pdf,https://projects.fivethirtyeight.com/polls/20221109_PA_Listener.pdf,,,,,,8945,2022,U.S. Senate,2,Class III,11/8/22,general,False,False,,REP,Oz,28740,Mehmet Oz,47.0
40,81780,1677,The Political Matrix/The Listener Group,,,The Political Matrix/The Listener Group,677,The Political Matrix/The Listener Group,0.7,0.7,IVR,2.0,Georgia,11/5/22,11/7/22,,,,,,,166103,690.0,lv,,lv,,12/7/22 13:25,,https://projects.fivethirtyeight.com/polls/20221109_GA_Listener.pdf,https://projects.fivethirtyeight.com/polls/20221109_GA_Listener.pdf,,,,,,8925,2022,U.S. Senate,2,Class III,11/8/22,general,False,False,,DEM,Warnock,19086,Raphael Warnock,59.0
41,81780,1677,The Political Matrix/The Listener Group,,,The Political Matrix/The Listener Group,677,The Political Matrix/The Listener Group,0.7,0.7,IVR,2.0,Georgia,11/5/22,11/7/22,,,,,,,166103,690.0,lv,,lv,,12/7/22 13:25,,https://projects.fivethirtyeight.com/polls/20221109_GA_Listener.pdf,https://projects.fivethirtyeight.com/polls/20221109_GA_Listener.pdf,,,,,,8925,2022,U.S. Senate,2,Class III,11/8/22,general,False,False,,REP,Walker,19088,Herschel Junior Walker,41.0
42,81579,262,Landmark Communications,"1937,1938",WANF | WPCH-TV,Landmark Communications,166,Landmark Communications,2.1,-0.6,Live Phone/Online Panel,5.0,Georgia,11/4/22,11/7/22,,,,,,,165126,1214.0,lv,,lv,,11/7/22 09:26,,https://www.atlantanewsfirst.com/2022/11/07/exclusive-gov-brian-kemp-leads-stacey-abrams-final-poll-ahead-election-senate-race-tied/,https://www.atlantanewsfirst.com/2022/11/07/exclusive-gov-brian-kemp-leads-stacey-abrams-final-poll-ahead-election-senate-race-tied/,,https://www.realclearpolitics.com/docs/2022/Landmark_Communications_Georgia_Poll_Nov_4_-7th.pdf,,,,8925,2022,U.S. Senate,2,Class III,11/8/22,general,False,False,,DEM,Warnock,19086,Raphael Warnock,46.4
43,81579,262,Landmark Communications,"1937,1938",WANF | WPCH-TV,Landmark Communications,166,Landmark Communications,2.1,-0.6,Live Phone/Online Panel,5.0,Georgia,11/4/22,11/7/22,,,,,,,165126,1214.0,lv,,lv,,11/7/22 09:26,,https://www.atlantanewsfirst.com/2022/11/07/exclusive-gov-brian-kemp-leads-stacey-abrams-final-poll-ahead-election-senate-race-tied/,https://www.atlantanewsfirst.com/2022/11/07/exclusive-gov-brian-kemp-leads-stacey-abrams-final-poll-ahead-election-senate-race-tied/,,https://www.realclearpolitics.com/docs/2022/Landmark_Communications_Georgia_Poll_Nov_4_-7th.pdf,,,,8925,2022,U.S. Senate,2,Class III,11/8/22,general,False,False,,REP,Walker,19088,Herschel Junior Walker,46.8
